Time,Cindy,Carmen,Marta,Marina,Kelly,Windy,f0,video_names,f
109.64 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24210,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.68 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24240,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.72 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24270,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.76 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24300,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.8 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24330,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.84 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24360,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.88 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24390,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.92 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24420,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
109.96 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24450,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24480,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.04 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24510,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.08 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24540,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.12 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24570,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.16 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24600,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.2 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24630,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.24 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24660,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.28 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24690,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.32 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24720,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.36 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24750,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.4 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24780,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.44 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24810,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.48 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24840,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.52 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24870,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.56 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24900,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.6 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24930,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.64 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24960,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.68 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,24990,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.72 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25020,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.76 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25050,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.8 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25080,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.84 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25110,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.88 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25140,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.92 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25170,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
110.96 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25200,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25230,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.04 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25260,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.08 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25290,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.12 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25320,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.16 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25350,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.2 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25380,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.24 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25410,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.28 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25440,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.32 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25470,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.36 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25500,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.4 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25530,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.44 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25560,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.48 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25590,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.52 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25620,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.56 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25650,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.6 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25680,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.64 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25710,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.68 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25740,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.72 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25770,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.76 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25800,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.8 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25830,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.84 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25860,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.88 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25890,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.92 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25920,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
111.96 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25950,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,25980,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.04 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26010,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.08 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26040,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.12 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26070,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.16 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26100,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.2 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26130,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.24 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26160,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.28 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26190,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.32 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26220,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.36 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26250,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.4 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26280,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.44 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26310,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.48 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26340,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.52 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26370,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.56 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26400,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.6 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26430,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.64 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26460,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.68 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26490,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.72 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26520,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.76 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26550,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.8 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26580,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.84 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26610,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.88 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26640,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.92 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26670,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
112.96 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26700,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26730,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.04 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26760,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.08 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26790,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.12 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26820,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.16 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26850,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.2 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26880,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.24 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26910,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.28 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26940,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.32 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,26970,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.36 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27000,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.4 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27030,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.44 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27060,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.48 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27090,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.52 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27120,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.56 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27150,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.6 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27180,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.64 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27210,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.68 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27240,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.72 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27270,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.76 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27300,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.8 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27330,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.84 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27360,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.88 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27390,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.92 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27420,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
113.96 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27450,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27480,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.04 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27510,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.08 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27540,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.12 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27570,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.16 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27600,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.2 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27630,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.24 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27660,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.28 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27690,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.32 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27720,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.36 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27750,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.4 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27780,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.44 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27810,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.48 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27840,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.52 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27870,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.56 sec,183-310-161-114,216-259-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27900,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.6 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27930,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.64 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27960,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.68 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,27990,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.72 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28020,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.76 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28050,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.8 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28080,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.84 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28110,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.88 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28140,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.92 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28170,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
114.96 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28200,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28230,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.04 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28260,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.08 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28290,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.12 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28320,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.16 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28350,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.2 sec,183-310-161-114,216-258-128-63,577-329-154-143,561-236-122-106,339-204-158-62,,28380,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.24 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28410,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.28 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28440,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.32 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28470,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.36 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28500,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.4 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28530,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.44 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28560,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.48 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28590,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.52 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28620,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.56 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28650,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.6 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28680,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.64 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28710,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.68 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28740,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.72 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28770,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.76 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28800,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.8 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28830,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.84 sec,183-310-161-114,216-257-128-64,577-329-154-143,561-236-122-106,339-204-158-62,,28860,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.88 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,28890,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
115.92 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,28920,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
